日期,流水編號,代號,名稱,發布日期時間,新聞標題,新聞內容,RTIME
20160114,WEB0277,2330,台積電,2016/01/14 19:16:39,沒在怕競爭！ 台積電先進製程 5奈米2020年量產,"外界關切台積電(2330-TW) (TSM-US)先進製程的進展，台積電今(14)日指出，5奈米製程團隊已工作1年，預計2020年上半年導入量產，其他製程也都按照規劃進度在走。
16奈米製程方面，台積電預估，今年市占率可望由去年的50%擴增至70%。
根據台積電規劃，10奈米在今年首季就可以進入設計定案，今年第4季導入量產及試產階段；董事長張忠謀今天強調，10奈米製程一開始就可望在晶圓代工市場搶下高市占率，不會是輸家。
7奈米製程方面，預計明年第1季量產及試產。
至於研發中的5奈米製程，台積電指出，製程團隊已工作1年，預計2020年上半年導入量產。
",183970631
20160114,WEB0175,2330,台積電,2016/01/14 14:30:45,台積電2015年Q4每股賺2.81元 全年大賺11.82元創新高,"台積電(2330-TW) (TSM-US)今(14)日公佈2015年第4季財務報告，合併營收以2035億元、季減4.2%及年減8.5%；每股稅後盈餘以2.81元、季減3.3%及年減8.9%，換算成美國存託憑證每單位為0.43美元；毛利率為48.6%。累計全年每股淨賺11.82元，第4次刷新歷年新高記錄。
台積電表示，與2014年同期相較，2015年第4季營收減少了8.5%，稅後純益及每股盈餘則均減少了8.9%。與前1季相較，2015年第4季營收減少了4.2%，稅後純益則減少了3.3%。
若以美金計算，2015年第4季營收為62億4,000萬元，較前1季減少了6.4%，較2014年同期則減少了13.7%。
此外，2015年第4季毛利率為48.6%，營業利益率為38.3%，稅後純益率則為35.8%。
產品佔比方面，台積電說，2015年第4季16/20奈米製程出貨佔第4季晶圓銷售的24%；28奈米製程出貨佔全季晶圓銷售的25%。總體而言，上述先進製程（包含28奈米及以上更先進製程）的營收達到全季晶圓銷售金額的49%。
",183953392
20160115,WEB0121,2330,台積電,2016/01/15 10:05:57,張忠謀Q1法說會穩軍心 外資認可 台積電報復性大漲,"台積電(2330-TW) (TSM-US)法說會昨天釋出多項大禮，包括增加現金股息、今年營收成長仍上看10%，調高資本支出、10奈米推出後可望搶到市佔等，董事長張忠謀穩住軍心，外資按讚，今(15)日以每股137.5元開高走高、報復性大漲逾4%，迅速收復5日均線。
外資圈法人指出，今年首季台積電採取較為保守的匯率策略，希望壓低市場的預期，第2季、第3季營運成長動能可望優於預期，外資圈對台積電首季每股稅後獲利從2.53元上修至2.65元。
張忠謀昨天表示，首季營運將比預期好，明年10奈米一開始就可搶下高市占率、不會是輸家。
此外，今年資本支出將達90~100億美元，年增11~23%，除了用於擴充10奈米產能外，也將加快7奈米及5奈米的研發速度。
先進製程方面，一如預期規劃在走，10奈米本季即可設計定案、今年第4季量產；7奈米將在2018年上半年量產，而5奈米展開研發已有1年時間，預計2020年上半年量產。這顯示台積電已有實力拉開與三星的距離，努力追上英特爾。
",184037521
20160120,WEB0303,2330,台積電,2016/01/20 19:18:01,台積電：本公司代子公司 TSMC Global Ltd. 公告取得JPMORGAN CHASE & CO.之普通公司債,"第二條　第20款
1.證券名稱:
JPMORGAN CHASE & CO.之普通公司債
2.交易日期:105/1/20~105/1/20
3.交易數量、每單位價格及交易總金額:
100,000單位; 每單位US＄107.90;總計:US＄10.79佰萬元;
到期日:107/01/15
4.處分利益（或損失）（取得有價證券者不適用）:
不適用。
5.與交易標的公司之關係:
無。
6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
336,000單位; US＄36.15佰萬元;持股比例:不適用;受限情形:無。
7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
1.36%;1.68%; NT＄192,688佰萬元。
8.取得或處分之具體目的:
固定收益投資。
9.本次交易表示異議董事之意見:
不適用。
10.本次交易為關係人交易:
否
11.董事會通過日期:
不適用。
12.監察人承認或審計委員會同意日期:
不適用。
13.其他敘明事項:
無。
",184570690
20160122,WEB0173,2330,台積電,2016/01/22 13:57:24,台積電：本公司訂購機器設備公告,"第二條　第20款
1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:
機器設備。
2.事實發生日:104/9/2~105/1/22
3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:
交易數量：一批；交易總金額：NT＄1,272 佰萬元。
(依上述事實發生日期間之累計訂單總金額)
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關
係人者，得免揭露其姓名）:
彰京開發股份有限公司和 Applied Materials South East Asia Pte. Ltd.；
與公司關係：無。
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之
所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期
及移轉金額:
不適用。
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係
人之取得及處分日期、價格及交易當時與公司之關係:
不適用。
7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明
認列情形）:
不適用。
8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
出貨後三十天電匯90%貨款，驗收後三十天電匯10%貨款。
9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及
決策單位:
比價及議價，依據原廠提供之報價單及其它廠商之報價單做比價、議價後，
由使用單位及採購部徵得總經理暨共同執行長同意後決定。
10.專業估價者事務所或公司名稱及其估價金額:
不適用。
11.專業估價師姓名:
不適用。
12.專業估價師開業證書字號:
不適用。
13.估價報告是否為限定價格、特定價格或特殊價格:否
14.是否尚未取得估價報告:是
15.尚未取得估價報告之原因:
不適用。
16.與交易金額比較有重大差異原因及會計師意見:
不適用。
17.經紀人及經紀費用:
無。
18.取得或處分之具體目的或用途:
供生產用。
19.本次交易表示異議之董事之意見:
不適用。
20.本次交易為關係人交易:否
21.董事會通過日期:
不適用。
22.監察人承認或審計委員會同意日期:
不適用。
23.本次交易係向關係人取得不動產:否
24.依「公開發行公司取得或處分資產處理準則」第十五條規定
評估之價格:不適用
25.依前項評估之價格較交易價格為低者，依同準則第十六條規
定評估之價格:不適用
26.其他敘明事項:
無。
",184751466
20160122,WEB0113,2330,台積電,2016/01/22 9:41:45,台積電：本公司一百零二年度第一期無擔保普通公司債-甲類,"事實發生日起始日：20160206
事實發生日終止日：20160206
發生緣由：依既定發行條件作業。
因應措施：不適用。
現行已流通在外證券總額：0
受影響之證券種類：普通公司債
受影響之證券期別：102-1
受影響之證券券別：甲類
對債權人之可能影響：不適用。
其他應敘明事項：無。
公告類型：既定之還本付息
債券代碼：B618B8
票面利率：0.000000
本次利率重設日期：0
下次利率重設日期：0
債息對照表：
本月底發行餘額：6200000000
本月發行餘額變動日期：20160206
償還本金金額：0
付息：76260000
下櫃日期：0
評等種類：
評等機構：
信用評等等級：
評等日期：0
原因：
",184736130
20160122,WEB0114,2330,台積電,2016/01/22 9:41:51,台積電：本公司一百零二年度第一期無擔保普通公司債-乙類,"事實發生日起始日：20160206
事實發生日終止日：20160206
發生緣由：依既定發行條件作業。
因應措施：不適用。
現行已流通在外證券總額：0
受影響之證券種類：普通公司債
受影響之證券期別：102-1
受影響之證券券別：乙類
對債權人之可能影響：不適用。
其他應敘明事項：無。
公告類型：既定之還本付息
債券代碼：B618B9
票面利率：0.000000
本次利率重設日期：0
下次利率重設日期：0
債息對照表：
本月底發行餘額：11600000000
本月發行餘額變動日期：20160206
償還本金金額：0
付息：160080000
下櫃日期：0
評等種類：
評等機構：
信用評等等級：
評等日期：0
原因：
",184736130
20160122,WEB0115,2330,台積電,2016/01/22 9:41:57,台積電：本公司一百零二年度第一期無擔保普通公司債-丙類,"事實發生日起始日：20160206
事實發生日終止日：20160206
發生緣由：依既定發行條件作業。
因應措施：不適用。
現行已流通在外證券總額：0
受影響之證券種類：普通公司債
受影響之證券期別：102-1
受影響之證券券別：丙類
對債權人之可能影響：不適用。
其他應敘明事項：無。
公告類型：既定之還本付息
債券代碼：B618BA
票面利率：0.000000
本次利率重設日期：0
下次利率重設日期：0
債息對照表：
本月底發行餘額：3600000000
本月發行餘額變動日期：20160206
償還本金金額：0
付息：54000000
下櫃日期：0
評等種類：
評等機構：
信用評等等級：
評等日期：0
原因：
",184736130
20160125,WEB0170,2330,台積電,2016/01/25 14:29:34,台積電：本公司訂購工程設施公告,"第二條　第20款
1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:
工程設施。
2.事實發生日:104/9/17~105/1/25
3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:
交易數量：一批；交易總金額：NT＄6,578 佰萬元。  
(依上述事實發生日期間之累計訂單總金額)
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關
係人者，得免揭露其姓名）:
達欣工程股份有限公司、互助營造股份有限公司及根基營造股份有限公司；
與公司關係：無。
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之
所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期
及移轉金額:
不適用。
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係
人之取得及處分日期、價格及交易當時與公司之關係:
不適用。
7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明
認列情形）:
不適用。
8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
驗收後，月結電匯付款。
9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及
決策單位:
比價及議價，依據原廠提供之報價單及其它廠商之報價單做比價、
議價後，由使用單位及採購部徵得總經理暨共同執行長同意後決定。
10.專業估價者事務所或公司名稱及其估價金額:
不適用。
11.專業估價師姓名:
不適用。
12.專業估價師開業證書字號:
不適用。
13.估價報告是否為限定價格、特定價格或特殊價格:否
14.是否尚未取得估價報告:是
15.尚未取得估價報告之原因:
不適用。
16.與交易金額比較有重大差異原因及會計師意見:
不適用。
17.經紀人及經紀費用:
無。
18.取得或處分之具體目的或用途:
供生產及營運用。
19.本次交易表示異議之董事之意見:
不適用。
20.本次交易為關係人交易:否
21.董事會通過日期:
不適用。
22.監察人承認或審計委員會同意日期:
不適用。
23.本次交易係向關係人取得不動產:否
24.依「公開發行公司取得或處分資產處理準則」第十五條規定
評估之價格:不適用
25.依前項評估之價格較交易價格為低者，依同準則第十六條規
定評估之價格:不適用
26.其他敘明事項:
無。
",185053510
20160125,WEB0354,2330,台積電,2016/01/25 19:49:48,台積電：本公司代子公司 TSMC Global Ltd. 公告取得FNMA (POOL AL7191)之房貸抵押擔保證券,"第二條　第20款
1.證券名稱:
FNMA (POOL AL7191)之房貸抵押擔保證券
2.交易日期:104/11/25~105/1/25
3.交易數量、每單位價格及交易總金額:
139,568單位; 每單位US＄113.96;總計:US＄15.9佰萬元;
到期日:130/07/01
4.處分利益（或損失）（取得有價證券者不適用）:
不適用。
5.與交易標的公司之關係:
無。
6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
138,488單位; US＄15.8佰萬元;持股比例:不適用;受限情形:無。
7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
1.38%;1.70%; NT＄192,688佰萬元。
8.取得或處分之具體目的:
固定收益投資。
9.本次交易表示異議董事之意見:
不適用。
10.本次交易為關係人交易:
否
11.董事會通過日期:
不適用。
12.監察人承認或審計委員會同意日期:
不適用。
13.其他敘明事項:
無。
",185072661
20160126,WEB0355,2330,台積電,2016/01/26 19:17:35,台積電：本公司代子公司 TSMC Global Ltd. 公告取得AE CREDIT ACCOUNT MASTER TRUST之資產擔保證券,"第二條　第20款
1.證券名稱:
AE CREDIT ACCOUNT MASTER TRUST之資產擔保證券
2.交易日期:104/10/30~105/1/26
3.交易數量、每單位價格及交易總金額:
119,950單位; 每單位US＄99.93;總計:US＄12佰萬元;
到期日:109/01/15~110/12/15
4.處分利益（或損失）（取得有價證券者不適用）:
不適用。
5.與交易標的公司之關係:
無。
6.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
119,950單位; US＄12佰萬元;持股比例:不適用;受限情形:無。
7.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列之有價證券投
資（含本次交易）占公司最近期財務報表中總資產及歸屬於母公司業主之權益之比例
暨最近期財務報表中營運資金數額:
1.37%;1.69%; NT＄192,688佰萬元。
8.取得或處分之具體目的:
固定收益投資。
9.本次交易表示異議董事之意見:
不適用。
10.本次交易為關係人交易:
否
11.董事會通過日期:
不適用。
12.監察人承認或審計委員會同意日期:
不適用。
13.其他敘明事項:
無。
",185170756
20160127,WEB0113,2330,台積電,2016/01/27 10:35:03,蘋果Q4獲利優於預期 庫克矢言突破頹勢 台積電股價按讚,"蘋果公司公佈財報，去年第4季獲利表現優於市場預期，執行長庫克對前景抱持樂觀態度，蘋果供應鏈之一的台積電(2330-TW) (TSM-US)，後續可望拿到iPhone 7等訂單，今(27)日股價對此按讚，開盤上漲1%來到139元，挑戰收復季線。
根據蘋果財報，上一季EPS來到3.28美元，表現優於市場預期3.23美元。營收則來到759億美元，不如市場預期765.4億美元。
蘋果當季則賣出7480萬 支iPhone，表現不如市場預期7546萬支。蘋果電腦Mac與iPad銷售量也不如市場預期，當季賣出530萬部／1610萬部，低於市場預期580萬部／1793萬部。
儘管如此，蘋果執行長庫克有信心改善頹勢，預期本季營收目標將介於500~530億美元，也持續看好中國市場發展，抱持長期樂觀態度。
台積電兩手滿單，蘋果陣營、非蘋陣營接單都吃香，今年首季營收展望優於市場預期，預估金額為1,980~2,010億，僅季減1~3%。
對於蘋果接單，法人圈看法，台積電將可拿下蘋果A10的新iPhone 7全部訂單，以及用於iPad的A10X訂單。
",185239340
