日期,流水編號,代號,名稱,發布日期時間,新聞標題,新聞內容,RTIME
20160112,WEB0186,3008,大立光,2016/01/12 14:55:22,蘋概股四巨頭囊括台股136億元成交值 大立光慘跌近5%,"蘋果概念股四巨頭今天囊括台股136億元成交值，而大立光收盤慘跌4.91%，圖為大立光執行長林恩平。(鉅亨網記者張欽發攝)
今晨收盤的美商蘋果股價上漲1.62%，引發台北股市蘋概股四大巨頭台積電(2330-TW)、大立光(3008-TW)、可成(2474-TW)及鴻海(2317-TW)表現出多空交戰的走勢，收盤該4檔蘋果概念股囊括了台北股市集中市場成交值前4名，合計成交值136億元。
四大蘋果概念股巨頭中並以台積電的成交值45.97億元居冠，而台積電在尾盤獲特定買盤以高達7.4億元拉上133元平盤價最受矚目。大立光與台積電都將在1月14日召開法人說明會。
台北股市集中市場加權股價指數今天收盤下跌19.97點，以7768.45點作收，市場成交值為860.86億元，而蘋果概念股四大巨頭表現各異，除台積電以：平盤作收之外，鴻海也上漲作收；唯獨蘋果手機光學零組件廠的大立光及金屬機殼廠的可成表現弱勢，收盤大立光下跌95元或4.91%以1840元作收，可成盤中一度跌停，收盤下跌18.5元或8.33%以203.5元作收。
會計師及證券、期貨分析師張陳浩分析，台電積及鴻海今天在尾盤爆大量拉升的走勢較似公股行庫護盤的買股手法；而大立光及可成的偏弱勢表現則與今天高價股走跌的走勢有關。
張陳浩指出，目前台股高價股氣虛包括今天F-金可(8406-TW)跌停、股后漢微科(3658-TW)大跌61元或6.85%，同時，新藥股浩鼎(4174-TW)及中裕(4147-TW)在盤中跌停，收盤也相率下跌8%。此一走勢也顯示台股整理的時間將要拉長。
",183754940
20160114,WEB0170,3008,大立光,2016/01/14 14:25:19,大立光Q4賺進5個股本 2015年全年EPS達180.09元,"股王大立光(3008-TW)今天召開2015年來首場法人說明會，其在會前公布的2015年第4季營運實績顯示，2015年第4季稅後盈餘67.21億元，每股稅後盈餘50.1元，2015年全年稅後盈餘241.58億元，每股稅後盈餘為180.09元。
大立光的每股稅後盈餘180.09元，也創下台北股市個股全年的每股獲利新高紀錄。
大立光2015年全年營收558.69億元，營業毛利320.51億元，稅前盈餘為291.54億元，稅後盈餘241.58億元，每股稅後盈餘為180.09元。
大立光2015年第4季毛利率為59.87%，而2015年全年毛利率為57.36%。
",183953156
20160114,WEB0239,3008,大立光,2016/01/14 17:00:58,台股新紀錄！大立光2015年全年EPS達180.09元,"大立光2015年全年EPS達180.09元創新台股紀錄，圖為大立光執行長林恩平。(鉅亨網記者張欽發攝)
台北股市股王大立光(3008-TW)與市值王台積電(2330-TW)同步召開2016年來首場法人說明會，也同步秀出去年的亮麗獲利成績，大立光2015年全年稅後盈餘241.58億元，每股稅後盈餘為180.09元。創下台北股市個股全年的每股獲利新高紀錄。
大立光2015年第4季營運實績顯示，2015年第4季稅後盈餘67.21億元，每股稅後盈餘50.1元，2015年全年稅後盈餘241.58億元，每股稅後盈餘為180.09元。而大立光執行長林恩平也在會中透露，大立光不只1家客戶將在2016年推出雙鏡頭的手機新機種，而大立光也有能力依照客戶對於鏡頭規格的需求生產其所需的鏡頭；至於客戶端對於手機雙鏡頭高低畫素的配置、功能的取向及對於其下單製造高的選擇，則是完全由客戶選擇。
同時，大立光投資200億元在現有台中精密機械園區工廠旁新建的新廠，在動工後，去年已依工程進度需求投入近20億元的資本支出，林恩平在今天法說會中強調，大立光投資的新廠將在明(2017)年第1季完工，在第2季就能投產。
大立光2015年全年營收558.69億元，營業毛利320.51億元，稅前盈餘為291.54億元，稅後盈餘241.58億元，每股稅後盈餘為180.09元。大立光2015年第4季毛利率為59.87%，而2015年全年毛利率為57.36%。
在美商蘋果公司新機iPhone 6S系列新產品銷售出現不利的狀況，蘋果也開始對於產品在部分地區祭出降價行銷策略，也引起法人對於大立光在2016年第1季的營運狀況表示高度關切，林恩平指出，目前的訂單只能見到1個月，但整個第1季來看，第1季出貨量會比2015年第4季明顯下滑，甚至比起2014年第4季由168.89億元下滑到2015年第1季105.67億元下滑還要嚴重。
大立光2015年第4季新機種產品良率及價格的走高，帶動毛利率上揚到59.87%，但林恩平表示，產品依規格牽動售價，且新產品有新的價格，產品生產成熟後，自然會有降價，他對於2016年第1季的營運狀況目前仍然「很放心」。
大立光股價今天收盤報1855元，較昨日下跌110元或5.6%，成交量放大為1723張。
",183962432
20160115,WEB0156,3008,大立光,2016/01/15 11:20:12,大選前反彈熱度高 股王大立光攜股后同步漲停,"大立光2015年全年每股稅後盈餘達180.09元，今天股價攻上漲停，圖為大立光執行長林恩平。(鉅亨網記者張欽發攝)
台北股市今天為大選前最後交易日，在台積電(2330-TW)及大立光(3008-TW)已秀出去年亮麗業績之下，大立光一掃近日悶氣，早盤大漲7.8%攻上2000元大關後，並進一步於盤中10時55分攻上2040元的漲停價，台股股后漢微科(3658-TW)也因跌深大反彈，股價今天也登上漲停。
大立光2015年第4季毛利率攀上59.87%的高峰，第4季的每股稅後盈餘達到50元之上，大立光2015年全年營收558.69億元，營業毛利320.51億元，毛利率為57.36%，稅前盈餘為291.54億元，稅後盈餘241.58億元，每股稅後盈餘為180.09元。此一獲利成績也為台股的個股獲利譜出新紀錄。
而就2016年的大立光營運狀況而言，也將明顯受惠國際手機品牌廠商向市場推出雙鏡頭手機的需求，大立光執行長林恩平昨日透露，大立光不只1家重要客戶將在2016年推出雙鏡頭的手機新機種，而大立光也有能力依照客戶對於鏡頭規格的需求生產其所需的鏡頭；至於客戶端對於手機雙鏡頭高低畫素的配置、功能的取向下單。
而大立光投資200億元在現有台中精密機械園區工廠旁新建的新廠，在已動工後，去年已依工程進度需求投入近20億元的資本支出，林恩平強調，大立光投資的新廠將在明(2017)年第1季完工，在第2季就能投產。
",184041987
20160115,WEB0217,3008,大立光,2016/01/15 14:35:54,大立光客戶手機雙鏡頭均屬千萬畫素高階產品,"林恩平指出，大立光客戶手機雙鏡頭均屬千萬畫素高階產品設計。(鉅亨網記者張欽發攝)
2016年的大立光(3008-TW)營運狀況，將明顯受惠國際手機品牌廠商向市場推出雙鏡頭手機的需求，大立光執行長林恩平今天透露，大立光重要客戶將在2016年推出雙鏡頭的手機新機種，而大立光目前所見到的雙鏡頭規格均為1000萬畫素產品。
林恩平指出，事實上目前手機數位相機在影像擷取的功能上各有其著重的功能，甚至有手機以10顆數位相機鏡頭的設計。但今年主要還是在雙鏡頭手機等設計。
大立光目前的製造能力上，也有能力依照客戶對於鏡頭規格的需求生產其所需的鏡頭；至於客戶端對於手機雙鏡頭高低畫素的配置、功能的取向下單，則在客戶端本身考量。林恩平說，大立光生產的鏡頭組嚴格來說，是屬於客製化的產品。
對於大立光轉投資的隱形眼鏡廠星歐光學，林恩平說，目前仍屬虧損狀態，而目前則有水矽膠材質及抗藍光等產品有待取得生產核准；而對於與國外廠商的代工案，也正在洽談中。
星歐光學的隱形眼鏡目前在台灣有包括小林眼鏡等760餘家經銷據點，對於能否在2016年達成1000家經銷據點，林恩平說，當然是愈快快好，而對星歐光學也希望愈快能擺脫虧損愈好。
",184053797
20160115,WEB0112,3008,大立光,2016/01/15 9:40:55,大立光去年EPS 180元掃悶氣 早盤大漲7%光復2000元,"大立光2015年全年每股稅後盈餘達180.09元，圖為大立光執行長林恩平。(鉅亨網記者張欽發攝)
台北股市股王大立光(3008-TW)與市值王台積電(2330-TW)同步召開2016年來首場法人說明會，也同步秀出去年的亮麗獲利成績，大立光2015年全年稅後盈餘241.58億元，每股稅後盈餘為180.09元。在去年亮麗業績之下，大立光一掃近日悶氣，早盤大漲7.8%攻上2000元大關。
同時，在大立光的反彈走勢之中，包括光燿科(3428-TW)、華晶科(3059-TW)等與手機雙鏡頭相關等光學元件個股，今天也隨股王的表現譜出大漲5%以上的格局。光燿科近兩年來深耕大陸手機鏡頭組市場，並獲OPPO等品牌青睞，在手機使用800萬畫素以上高階鏡頭出貨升溫，推升其獲利的走高。
大立光執行長林恩平昨日法說會中透露，大立光不只1家重要客戶將在2016年推出雙鏡頭的手機新機種，而大立光也有能力依照客戶對於鏡頭規格的需求生產其所需的鏡頭；至於客戶端對於手機雙鏡頭高低畫素的配置、功能的取向下單。
大立光2015年全年營收558.69億元，營業毛利320.51億元，稅前盈餘為291.54億元，稅後盈餘241.58億元，每股稅後盈餘為180.09元。大立光2015年第4季毛利率為59.87%，而2015年全年毛利率為57.36%。
",184036075
20160116,WEB0017,3008,大立光,2016/01/16 12:22:37,熱門股─大立光 去年EPS逾180元 外資大力回補持股,"台北股市股王大立光(3008-TW)在本周獲外資大力回補967張，外資持股比例回升到50.17%；大立光1月15日股價收盤價站上5日及10日均線，收盤價2020元，為本周收盤新高價；同時，其周五的成交量也放大為2232張。
大立光2015年第4季毛利率攀上59.87%的高峰，第4季的每股稅後盈餘達到50.1元，大立光2015年全年營收558.69億元，營業毛利320.51億元，毛利率為57.36%，稅前盈餘為291.54億元，稅後盈餘241.58億元，每股稅後盈餘為180.09元，為台股的個股獲利譜出新紀錄。
2016年的大立光營運狀況而言，也將明顯受惠國際手機品牌廠商向市場推出雙鏡頭手機的需求，且雙鏡頭的手機的鏡頭模組配置上也以1000萬畫素的高階、高價鏡頭組，將有助於大立光擺脫2016年上半年的淡季後，在下半年營運高速走強。
",184145849
20160121,WEB0117,3008,大立光,2016/01/21 9:55:58,〈權證〉空襲當心！大立光、鴻海認售爆量,"受到亞股重挫拖累，台股開低走低，昨(20)日終場加權指數大跌155.76點，失守7700點關卡，從權證市場來看，認購多方迅速退潮，認購量占總市場比重一口氣回跌17個百分點至62%，前5大認購標的僅晶電(2448-TW)多方占比高居90%之上，反觀空方的認售市場轉為熱絡，其中，大立光(3008-TW)認售暴量衝破億元，以及鴻海(2317-TW)認售額創1周來新高，短線股價走勢不得大意。
由於競爭對手擴產腳步相對積極，美系外資認為，大立光今年恐面臨市占率受侵蝕的挑戰，且近期蘋果iPhone需求疑慮，造成市場信心不足，同時，在台股遭外資持續提款下，股王首當其衝，昨股價大跌超過6%。
因此，大立光總認售權證成交金額達1.13億元，日暴增近8000萬元，空方占比也高居76%，日增26個百分點，顯示市場投資人積極看空，並善用權證布局，其中單檔成交金額最大為8X凱基(08543P)，成交值約1229萬元，其次如EL國泰(08533P)、永豐E4(08301P)等，皆為相對成交熱絡。
鴻海股價昨跌近3%，又傳出日本政府根本不願意讓夏普被海外廠商購併，夏普可能接受產業革新機構INCJ的3000億日元出資， 鴻海單戀告吹，認售空方趁勢摜壓，金額近倍增至5000萬元上，創1周來高點，空方占比日增近16個百分點至68%。
反觀LED磊晶廠晶電挾全球最大的紅光LED廠、前三大藍光LED廠的產業地位，加上帳上現金約90億元，且市價遠低於每股淨值等具備價值型投資的條件，近期成為認購權證主要交易標的，認購額連3日維持在8000-9000萬元左右的高水位，多方占比也高居90%，顯示多方積極在此防禦。
國泰證券指出，有多達20檔以上的晶電權證成交值皆大於100萬以上，如GC國泰(042820)、日盛1J(038679)或是DR凱基(039989)可做為參考方向。
",184637000
20160121,WEB0192,3008,大立光,2016/01/21 14:55:37,蘋果暗夜光芒越洋相助 大立光獲點名超跌首位後回神,"大立光獲外資券商高盛點名超跌蘋概受首位，今天回神大漲7.11%以2035元作收；固為大立光執行長林恩平。 (鉅亨網記者張欽發攝)
台北股市今天由電子主帥台積電(2330-TW)、大立光(3008-TW)撐盤，維繫大盤於金融類股及營建類股則出現逾的1%明顯跌勢下不致重挫，終場連同鴻海(2317-TW)3大蘋果概念股共囊括台北股市集中市場95.66億元成交，並搶下大盤13.14%的成交值。
其中數值得注意的是股王大立光今天開高走高，終場以2035元作收，上漲135元或7.11%，成交值並達29.94億元居台北股市第2名；這與美國股市即將公布財報的蘋果公司股價今晨收盤逆勢上漲0.13%有關。
證券、期貨分析而張陳浩指出，對於26日即將公布財報的蘋果公司，市場預判其獲利轉不過於太糟，同時，大立光也獲美商高盛證券點名為超跌的蘋果供應鏈第一名。
張陳浩引用高盛證券點名5檔本益比低於9.2倍及股價淨值比低的個股包括了大立光、TPK宸鴻(3673-TW)、可成(2474-TW)、日月光(2311-TW)及鎧勝(5264-TW)指出，顯然大立光受蘋果暗夜光芒指引而在今天以鉅量上漲的模式攻克2000元大關益以2035元的盤中最高點作收。
同時，張陳浩也強調，如預期中的iPhone 5E新機在第2季推出，也轉成為大立光在iPhone 7的年底推出前有利營運的一大挹注，這也是今天市場大力押寶美商蘋果財報轉優於預期之外的一大重要作多大立光的依據。
大立光自結在2015年第4季每股賺超過50元而2015年全年每股淨利達180.09元，則是創歷史新高紀錄；同時，在今年重要客戶轉推出雙鏡頭手機機種之際，對於下半年大立光的營運極為有利。
台北股市集中市場今天成交值第1名個股為台積電，成交值43.16億元，收盤價報135元，收盤上漲0.5元或0.37%。第2名為大立光成交值29.94億元，收盤價2035元，上漲135元或7.11%，成交里1506張；第3名為為鴻海成交值22.56億元，收盤價報72.7元，較昨日下跌0.4元或0.55%，成交量3.07萬張。
",184655047
20160125,WEB0134,3008,大立光,2016/01/25 12:11:21,大立光股價強勢島狀反轉 Q2起營運加溫,"台北股市今天由電子主帥台積電(2330-TW)、大立光(3008-TW)撐盤，金融類股並轉為強勢，激勵台北股市集中市場加權股價指數早盤上漲超過110點，其中尤以股王大立光以「島狀反轉」的強勢表現，完全1月6日的跳空下跌缺口，盤中上漲140元或7%，其第2季起的業績表現仍受看好。
證券、期貨分析而張陳浩指出，對於26日即將公布財報的蘋果公司，市場預判其獲利將不過於糟糕，同時，在上周早晨收盤的美商蘋果股價也上漲3.45%以99.62美元作收，也激勵今天的台北股市蘋果概念股的表現。
日前外資券商點名大立光、TPK宸鴻(3673-TW)、可成(2474-TW)、日月光(2311-TW)及鎧勝(5264-TW)為蘋果概念股為5檔超跌股，張陳浩指出，除了今天的大立光強勢表現預計將在高檔以實體紅K棒作收之外，市場也在觀察F-TPK宸鴻在二度執行庫藏股能否有強力的股價表現。
大立光自結在2015年第4季每股賺超過50元而2015年全年每股淨利達180.09元，則是創歷史新高紀錄；同時，在今年重要客戶轉推出雙鏡頭手機機種之際，對於下半年大立光的營運極為有利。
",185045161
20160127,WEB0137,3008,大立光,2016/01/27 11:25:12,蘋果Q1換檔走下坡 蘋概股台積電和碩穩懋超眾逆勢彈 大立光獨弱,"蘋果(AAPL-US)對於第一季的財測首次見到下滑預估，不過台系蘋概族群股價卻不受影響，包括台積電(2330-TW)、和碩(4938-TW)、穩懋(3105-TW)、F-TPK(3673-TW)及超眾(6230-TW)都逆勢走揚，僅股王大立光(3008-TW)獨憔悴，下跌逾3.5%。
晶圓代工廠台積電股價全場均維持在平盤之上，最高來到139.5元，上漲2元，站上月線139.4元；組裝廠和碩目前也上漲1.5元，最高來到73.9元，持續站穩5日線之上；功率放大器廠穩懋早盤最高更衝高到55.4元，創歷史新高紀錄，目前上漲1元；觸控面板廠F-TPK也上漲1.4元，站上月線68.35元之上；散熱模組廠超眾也上漲3元，盤中最高來到147元，也同樣創下歷史新高。
至於大立光股價獨自走弱，法人指出，主要是大立光是本周以來蘋概股最強勢的個股，不僅站上2000元整數大關，還接連攻克2100元及2200元，因此今天率先回檔，並不讓人意外。
法人指出，隨著蘋果對於本季的財測轉趨下滑，加上又有農曆春節工作天數較少的因素干擾，蘋概股的營運仍有下修風險須留意。
",185242361
