日期,流水編號,代號,名稱,發布日期時間,新聞標題,新聞內容,RTIME
20160108,WEB0246,2317,鴻海,2016/01/08 15:48:13,鴻海：依證券交易法第四十三條之一第一項規定公告共同取得亞太電信股份有限公司股份達已發行股份總額百分之十相關事項,"依證券交易法第四十三條之一第一項規定暨申報事項要點辦理。
一、取得人資料：
(一)公司名稱：鴻海精密工業股份有限公司
統一編號：04541302
公司地址：新北市土城區中山路66號 
(二)公司名稱：寶鑫國際投資股份有限公司
統一編號：16636534
公司地址：新北市新店區北新路三段207-1號15樓
(三)公司名稱：鴻棋國際投資股份有限公司
統一編號：16088229
公司地址：新北市新店區北新路三段207-1號15樓
(四)公司名稱：鴻揚創業投資股份有限公司
統一編號：97164611
公司地址：新北市新店區北新路三段207號15樓
申報持有股份總額：
(一)鴻海精密工業股份有限公司申報時持有股份總額843,760,000股，佔公司已發行股份總額：19.62%
(二)寶鑫國際投資股份有限公司申報時持有股份總額981,319股，佔公司已發行股份總額：0.02%
(三)鴻棋國際投資股份有限公司申報時持有股份總額552,225股，佔公司已發行股份總額：0.01% 
(四)鴻揚創業投資股份有限公司申報時持有股份總額1,451,456股，佔公司已發行股份總額：0.03%
二、申報時全部共同取得人持有股份總額：846,745,000股，佔公司已發行股份總額：19.68%
三、取得之方式：原持有之國碁電子股份有限公司與亞太電信股份有限公司合併，以每1股國碁電子股份轉換0.4975股亞太電信股份。 
四、取得日期：中華民國104年12月31日。
五、取得股份之目的：因國碁電子股份有限公司與亞太電信股份有限公司合併取得股份。 
六、預計於一年內再取得股份之數額與方式：目前未有規劃。
七、資金來源明細：不適用。 
八、取得股份之股權行使計劃：無。
",183358073
20160108,WEB0397,2317,鴻海,2016/01/08 18:15:22,iPhone 6S出貨摔！鴻海12月營收大減千億 月減20.8%,"鴻海(2317-TW)公布2015年12月營收數字，受到蘋果(AAPL-US)iPhone 6S拉貨力道縮小拖累，單月營收下滑到4096.54億元，與11月5175.19億元相比，減少1078.65億元，月減率達20.8%，幅度高於外界預期，同時也較2014年同期下滑20.5%。累計2015年全年營收為4兆4830.95億元，年增率6.4%，也低於法人預期。
鴻海表示，12月營收下滑，主要是因為三大主要產品中的消費性電子產品出貨狀況較弱，至於通訊產品及個人電腦產品的出貨狀況仍相對穩健。
累計鴻海2015年第4季營收為1兆4301.37億元，仍較第3季的1兆65億元成長34.2%，也是單季次高紀錄，不過低於法人預期的1.5兆元的水準。
法人指出，鴻海今年營收表現應該還是可以維持成長，如果就季度營收表現來看，由於2015年第1季基期較低，因此鴻海第1季要維持同樣水準的難度較高，不過第2季開始，應該就可以維持逐季成長的趨勢。
",183366869
20160108,WEB0430,2317,鴻海,2016/01/08 19:52:19,鴻海：代子公司宏訊電子工業(杭州)有限公司公告取得理財產品,"第二條　第20款
1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
中國農業銀行“匯利豐”2016年第1035期人民幣理財產品
2.事實發生日:105/1/8~105/1/8
3.交易數量、每單位價格及交易總金額:
人民幣500,000,000元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
中國農業銀行下沙支行；無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明
認列情形）:
不適用
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
一次性付清
10.本次交易之決定方式、價格決定之參考依據及決策單位:
依公司核定權限辦理
11.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
人民幣500,000,000元
12.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）:
占總資產比例：0.1836%
占業主權益比例：0.4403%
營運資金數額：新台幣129,344,208,000元
13.經紀人及經紀費用:
無
14.取得或處分之具體目的或用途:
投資理財/保本保收益型理財產品
15.本次交易表示異議董事之意見:
無
16.本次交易為關係人交易:否
17.董事會通過日期:
不適用
18.監察人承認日期:
不適用
19.本次交易會計師出具非合理性意見:否
20.其他敘明事項:
無
",183372690
20160108,WEB0431,2317,鴻海,2016/01/08 19:52:26,鴻海：代子公司富智康精密組件(北京)有限公司公告取得理財產品,"第二條　第20款
1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
穩健系列人民幣41天期限銀行間保證收益理財產品
2.事實發生日:105/1/8~105/1/8
3.交易數量、每單位價格及交易總金額:
人民幣300,000,000元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
北京銀行五棵松支行；無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明
認列情形）:
不適用
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
一次性付清
10.本次交易之決定方式、價格決定之參考依據及決策單位:
依公司核定權限辦理
11.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
人民幣300,000,000元
12.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）:
占總資產比例：0.4748%
占業主權益比例：1.1387%
營運資金數額：新台幣129,344,208,000元
13.經紀人及經紀費用:
無
14.取得或處分之具體目的或用途:
投資理財/保本保證收益型理財產品
15.本次交易表示異議董事之意見:
無
16.本次交易為關係人交易:否
17.董事會通過日期:
不適用
18.監察人承認日期:
不適用
19.本次交易會計師出具非合理性意見:否
20.其他敘明事項:
無
",183372690
20160110,WEB0004,2317,鴻海,2016/01/10 12:33:37,〈觀察〉鴻海質變 強化垂直整合 提高獲利優先營收成長,"「惦惦吃三碗公」，用來形容鴻海(2317-TW)2015年營運來說再適當不過，儘管全年營收為4兆4830.95億元，年增率6.4%，低於2014年的6.6%。但是從獲利角度來看，鴻海去年前3季稅後純益已達939.33億元，較2014年同期成長27.2%，法人預估，鴻海2015年獲利年增率有機會超過2014年，近年來持續強化垂直整合的效益，讓鴻海獲利成長幅度大於營收成長，整體體質已有明顯質變。
電子代工大廠鴻海公布2015年12月營收數字，從11月的5175.19億元，下滑到4096.54億元，減少了1078.65億元，月減率達20.8%，高於外界預期；而12月營收衰退也拖累全年營收年增率下降，全年營收為4兆4830.95億元，年增率6.4%，低於2014年的6.6%。
法人指出，蘋果是鴻海(AAPL-US)最大的營收來源，營收比重至少50%，因此蘋果iPhone的銷售好壞，往往也會直接牽動鴻海的表現。2014年9月推出的iPhone 6及iPhone 6 Plus，因為是蘋果首度推出大尺寸產品，因此大受市場歡迎，也讓鴻海營收年增率由2013年的1.2%，回復到6.6%，獲利年增率更是衝高到22.3%，創下2009年以來的新高。
不過2015年新推出的iPhone 6S及iPhone 6S Plus，卻呈現出師不利的狀況，讓蘋果供應鏈慘成一片，包括台積電(2330-TW)、大立光(3008-TW)在11、12月的營收都出現逐月下滑，鴻海身為供應鏈的末端，雖然12月營收才出現月減，但是卻一口氣下滑20%，也出乎外界的預期。
蘋果iPhone雖然執智慧型手機領域的牛耳，不過在大環境不佳的狀況下，成長動能也難免會受到衝擊，近年來，鴻海持續透過垂直整合，不論是透過併購、或是自行投入等方式，讓鴻海除了組裝外，還增加了機殼、自動化、觸控面板等不同領域的技術能力，才能穩定維持獲利成長。
",183546339
20160111,WEB0114,2317,鴻海,2016/01/11 11:35:58,營收重摔衝擊 鴻海股價大跌逾3% 創26個月新低,"受到2015年12月營收單月大幅減少1078.65億元，月減率達20.8%衝擊，電子代工大廠鴻海(2317-TW)股價慘綠，最低一度跌到75.3元，創下2013年11月以來，26個月的新低。
儘管原本市場預期鴻海2015年營收可望較2014年續成長10%，不料受到蘋果(AAPL-US)iPhone 6S拉貨力道縮小拖累，鴻海12月單月營收不增反減，不僅失守5000億元大關，甚至還差點連4000億元都不保，且單月營收大減1078.65億元，更讓市場對於蘋概股後市疑慮加深。累計2015年全年營收為4兆4830.95億元，年增率6.4%。
法人指出，蘋果是鴻海最大的營收來源，營收比重至少50%，因此蘋果iPhone的銷售好壞，往往也會直接牽動鴻海的表現。2014年9月推出的iPhone 6及iPhone 6 Plus，因為是蘋果首度推出大尺寸產品，因此大受市場歡迎，也讓鴻海營收年增率由2013年的1.2%，回復到6.6%，獲利年增率更是衝高到22.3%，創下2009年以來的新高。
其中鴻海獲利成長優於營收成長的關鍵，就是透過垂直整合，不論是透過併購、或是自行投入等方式，讓鴻海除了組裝外，還增加了機殼、自動化、觸控面板等不同領域的技術能力，才能穩定維持獲利成長。2015年前3季，鴻海稅後純益已達939.33億元，亦較2014年同期成長27.2%，法人預估，鴻海全年獲利年增率有機會超過2014年22.3%的水準。
",183642979
20160112,WEB0132,2317,鴻海,2016/01/12 11:00:24,鴻海員工爆料 蘋果4吋新機命名iPhone 5E 鴻海已量產,"蘋果(AAPL-US)4吋新機到底命名為何？外界眾說紛紜，不過外電報導，根據鴻海(2317-TW)員工爆料，蘋果4吋新機叫做「iPhone 5e」，也就是enforcement(強化)，換言之，4吋新機可說是iPhone 5S的強化版機種，預料將新增支援Apple Pay、NFC以及VoLTE等功能。目前鴻海已經在量產當中。
日本蘋果情報網站iPhone Mania表示，iPhone 5e在外觀上幾乎跟iPhone 5S相同，顏色款式也一樣，至於在規格部分，將搭載A8處理器、1GB記憶體、800萬畫素相機、儲存空間則為16GB及64GB。
至於售價部分，目前傳出的價格為3288元人民幣(約新台幣16440元)起跳，略低於之前傳出的4000元人民幣(約新台幣20000元)。
另外，蘋果4吋新機尺寸為也跟iPhone 5S相當，包括機殼、螢幕等零組件的尺寸也跟iPhone 5S完全相同，因此iPhone 5S的配件完全可直接使用在4吋新機上。
",183740823
20160115,WEB0165,2317,鴻海,2016/01/15 12:20:39,蘋果新款Apple Watch月底將量產 鴻海可望分食訂單,"外界預期蘋果(AAPL-US)新款Apple Watch可望在3月亮相，因此月底將進入量產，除了原本的組裝廠廣達(2382-TW)仍將持續代工外，鴻海(2317-TW)也可望分食部分訂單，法人預估，鴻海將至少取得30%的比重。
蘋果Apple Watch在去年推出後，雖然蘋果並未公布銷售量，不過仍引發了穿戴式裝置的市場風潮。不過去年廣達因為缺乏經驗，因此組裝狀況不如預期，外界甚至傳出蘋果還要求鴻海支援數千人，來協助廣達。
法人指出，蘋果新款Apple Watch將有2大特點，首先是裝有Facetime相機及升級版的WiFi晶片，同時機身也將更薄。第2，新款Apple Watch不僅可以記錄心跳，另外升級版的感應器也即時偵測使用者的血壓、血氧等數據，直接監測生理狀態。
",184045621
20160115,WEB0188,2317,鴻海,2016/01/15 13:25:13,加碼到7000億日圓搶夏普？鴻海：不回應,"鴻海(2317-TW)真的非搶到夏普(6753-JP)不可？外電報導，鴻海向夏普的提案價格已經提高到了7000億日圓(約新台幣1960億元)，比之前傳出的5000億元(約新台幣1400億元)又增加了40%。對此，鴻海表示，不回應外界傳言。
日本讀賣新聞報導，為了搶下夏普，鴻海大舉加碼收購金額，並加碼到了7000億日圓，較去年12月日本朝日電視台報導的5000億日圓的出價又大幅增加。
鴻海與夏普的鴻夏戀可說是一波多折，從最早的入股股價遠高於市價、夏普經營高層屢傳更迭、三星入股夏普等等，隨著夏普營運持續衰退，夏普高層也終於釋出願意接受外界參股的意願，結果又殺出了日本顯示器(6740-JP)等競爭對手。
法人表示，鴻海為了緊抓住蘋果(AAPL-US)，如果能加上面板的供應能力，才能更穩定在蘋果供應鏈中的地位，因此提升面板能力是必須的，只不過，面對日本企業的保守文化，鴻海想要獲取對方的信任，恐怕除了提高價格外，還需要其他外部的協助才有機會。
",184049581
20160115,WEB0130,2317,鴻海,2016/01/15 10:25:58,iPhone出貨萎縮 法人估鴻海首季營收恐跌破兆元,"受到蘋果(AAPL-US)iPhone 6S及iPhone 6S Plus拉貨不如預期影響，鴻海(2317-TW)2015年12月營收不增反減，法人預估，這樣的衰退效應恐延續到今年第1季，預估單季營收將僅為9950億元，跌破1兆元大關。
鴻海去年12月單月營收下滑到4096.54億元，與11月5175.19億元相比，減少1078.65億元，月減率達20.8%，幅度高於外界預期，受此影響，鴻海近期股價也持續回檔修正，昨天更來到74.6元，創2013年11月以來以新低。
法人指出，就目前來看，由於去年上半年的iPhone 6及iPhone 6 Plus的銷售基期較高，而iPhone 6S及iPhone 6S Plus的銷售狀況又不如預期，在蘋果新機正式推出之前，鴻海在今年上半年預料將面臨營收成長壓力。
至於在去年第4季的獲利部分，法人推估，儘管iPhone 6S及iPhone 6S Plus表現相對疲弱，不過鴻海旺季效應仍在，預料單季毛利率將回升到7.5%以上，稅後純益也將回到470億元，每股稅後純益約3.01元。
",184038746
20160118,WEB0158,2317,鴻海,2016/01/18 13:40:04,蘋果財報公布在即 鴻海股價先走跌 創27個月新低,"蘋果(AAPL-US)即將在下周公布財報，不過身為其主要組裝廠的鴻海(2317-TW)，今天在台股反彈之際，卻率先走跌，盤中最低來到73.1元，創下2013年10月以來新低。
鴻海受到蘋果iPhone 6S及iPhone 6S Plus拉貨不如預期影響，鴻海2015年12月營收不增反減，下滑到4096.54億元，與11月5175.19億元相比，減少1078.65億元，月減率達20.8%，幅度高於外界預期，法人預估，這樣的衰退效應恐延續到今年第1季，預估單季營收將僅為9950億元，跌破1兆元大關。
再加上去年上半年的iPhone 6及iPhone 6 Plus的銷售基期較高，而iPhone 6S及iPhone 6S Plus的銷售狀況又不如預期，在蘋果新機正式推出之前，鴻海在今年上半年預料將面臨營收成長壓力，受此影響，也讓鴻海近期股價持續回檔修正。
",184350373
20160118,WEB0027,2317,鴻海,2016/01/18 8:05:26,鴻海：說明媒體報導,"第二條　第49款
1.事實發生日:105/01/16
2.公司名稱:鴻海精密工業股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:蘋果日報
6.報導內容:急娶夏普 鴻海傳砸7千億日圓。
7.發生緣由:不適用。
8.因應措施:
所有訊息以公司公告為準，其他市場訊息公司不予評論。
9.其他應敘明事項:無。
",184349025
